Occupation,0
"Actuaries, economists and statisticians",-36.18832957675933
Cyber security professionals,-34.886853448275865
Data analysts,-44.37049362174154
Database administrators and web content technicians,-41.21818940342094
Programmers and software development professionals,-49.784320709169336
